,Accession,Organism_Name,SRA_Accession,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,Host,Isolation_Source,BioSample,GenBank_Title
6174,NC_020469,Furcraea necrotic streak virus,,"National Center for Biotechnology Information, NIH",USA,2013-03-08,Cauca,Macanavirus furcraeae,Macanavirus,Tombusviridae,ssRNA(+),3966,RefSeq,complete,,,,Colombia,Colombia,Furcraea,,,"Furcraea necrotic streak virus isolate Cauca, complete genome"
6175,NC_020470,Andean potato latent virus,,"National Center for Biotechnology Information, NIH",USA,2013-03-08,Col,Tymovirus latandigenum,Tymovirus,Tymoviridae,ssRNA(+),6337,RefSeq,complete,,,1.0,Colombia,Colombia,Solanum phureja,,,"Andean potato latent virus, complete genome"
6176,NC_020471,Andean potato mild mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2013-03-08,Hu,Tymovirus mosandigenum,Tymovirus,Tymoviridae,ssRNA(+),6226,RefSeq,complete,,,1.0,Peru,Peru,Solanum tuberosum,,,"Andean potato mild mosaic virus isolate Hu, complete genome"
6177,NC_020439,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-05,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,3896,RefSeq,complete,,L1,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment L1, complete sequence"
6178,NC_020445,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-05,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1192,RefSeq,complete,,S3,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment S3, complete sequence"
6179,NC_020440,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,3954,RefSeq,complete,,L3,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment L3, complete sequence"
6180,NC_020441,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,2295,RefSeq,complete,,M1,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment M1, complete sequence"
6181,NC_020442,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,2145,RefSeq,complete,,M2,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment M2, complete sequence"
6182,NC_020443,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1984,RefSeq,complete,,M3,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment M3, complete sequence"
6183,NC_020444,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1322,RefSeq,complete,,S2,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment S2, complete sequence"
6184,NC_020446,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1184,RefSeq,complete,,S4,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment S4, complete sequence"
6185,NC_020447,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,3833,RefSeq,complete,,L2,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment L2, complete sequence"
6186,NC_020448,Melaka orthoreovirus,,"National Center for Biotechnology Information, NIH",USA,2013-03-04,,Pteropine orthoreovirus,Orthoreovirus,Spinareoviridae,dsRNA,1605,RefSeq,complete,,S1,1.0,Malaysia,Malaysia,,,,"Melaka orthoreovirus segment S1, complete sequence"
6187,NC_020415,Rosa rugosa leaf distortion virus,,"National Center for Biotechnology Information, NIH",USA,2013-02-28,MN-3,Pelarspovirus rosae,Pelarspovirus,Tombusviridae,ssRNA(+),3971,RefSeq,complete,,,1.0,USA: Minnesota,USA,Rosa rugosa,,,"Rosa rugosa leaf distortion virus isolate MN-3, complete genome"
6188,NC_018714,Apple green crinkle associated virus,,"National Center for Biotechnology Information, NIH",USA,2013-02-12,Aurora-1,Apple green crinkle associated virus,Foveavirus,Betaflexiviridae,ssRNA(+),9266,RefSeq,complete,,,1.0,"Canada:British Columbia, Okanagan Valley, Kelowna",Canada,Malus domestica,fruit,,"Apple green crinkle associated virus complete genome, genomic RNA, isolate Aurora-1"
6190,NC_020234,Rosellinia necatrix partitivirus 2,,"National Center for Biotechnology Information, NIH",USA,2013-02-07,,Rosellinia necatrix partitivirus 2,Alphapartitivirus,Partitiviridae,dsRNA,1985,RefSeq,complete,,RNA 1,1.0,Japan: Ibaraki,Japan,Rosellinia necatrix,,,"Rosellinia necatrix partitivirus 2 RdRp gene for RNA-dependent RNA polymerase, complete cds"
6191,NC_020235,Rosellinia necatrix partitivirus 2,,"National Center for Biotechnology Information, NIH",USA,2013-02-07,,Rosellinia necatrix partitivirus 2,Alphapartitivirus,Partitiviridae,dsRNA,1828,RefSeq,complete,,RNA 2,2.0,Japan: Ibaraki,Japan,Rosellinia necatrix,,,"Rosellinia necatrix partitivirus 2 CP gene for capsid protein, complete cds"
6192,NC_020160,Dahlia latent viroid,,"National Center for Biotechnology Information, NIH",USA,2013-01-24,4706174,Dahlia latent viroid,Hostuviroid,Pospiviroidae,ssRNA,342,RefSeq,complete,,,1.0,Netherlands,Netherlands,Dahlia pinnata,,,"Dahlia latent viroid, complete sequence"
6197,NC_020105,Brugmansia mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2013-01-11,,Brugmansia mosaic virus,Potyvirus,Potyviridae,ssRNA(+),9796,RefSeq,complete,,,1.0,South Korea,South Korea,Brugmansia suaveolens,,,"Brugmansia mosaic virus strain SK, complete genome"
6198,NC_020072,Colombian datura virus,,"National Center for Biotechnology Information, NIH",USA,2013-01-04,,Colombian datura virus,Potyvirus,Potyviridae,ssRNA(+),9621,RefSeq,complete,,,,,,Nicotiana tabacum,,,"Colombian datura virus, complete genome"
6199,NC_020073,Moroccan pepper virus,,"National Center for Biotechnology Information, NIH",USA,2013-01-04,MPV-PM75,Tombusvirus moroccoense,Tombusvirus,Tombusviridae,ssRNA(+),4772,RefSeq,complete,,,1.0,Morocco,Morocco,Piperaceae,,,"Moroccan pepper virus isolate MPV-PM75, complete genome"
6200,NC_019920,Enterobacteria phage C-1 INW-2012,,"National Center for Biotechnology Information, NIH",USA,2012-12-19,,Cunavirus pretoriense,Cunavirus,Fiersviridae,ssRNA(+),3523,RefSeq,complete,,,1.0,,,Enterobacteriaceae,,,"Enterobacteria phage C-1 INW-2012, complete sequence"
6201,NC_019922,Enterobacteria phage Hgal1,,"National Center for Biotechnology Information, NIH",USA,2012-12-19,,Hagavirus psychrophilum,Hagavirus,Fiersviridae,ssRNA(+),3562,RefSeq,complete,,,1.0,,,Enterobacteriaceae,,,"Enterobacteria phage Hgal1, complete sequence"
6202,NC_019843,Middle East respiratory syndrome-related coronavirus,,"National Center for Biotechnology Information, NIH",USA,2012-12-13,HCoV-EMC/2012,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),30119,RefSeq,complete,,,2.0,,,Homo sapiens,,,"Middle East respiratory syndrome-related coronavirus isolate HCoV-EMC/2012, complete genome"
6203,NC_019707,Enterobacteria phage M,,"National Center for Biotechnology Information, NIH",USA,2012-12-07,,Empivirus allolyticum,Empivirus,Fiersviridae,ssRNA(+),3405,RefSeq,complete,,,1.0,,,Escherichia coli J53,,,"Enterobacteria phage M, complete genome"
6204,NC_019712,Mink calicivirus,,"National Center for Biotechnology Information, NIH",USA,2012-12-07,,Mink calicivirus,Vesivirus,Caliciviridae,ssRNA(+),8427,RefSeq,complete,,,1.0,China,China,Mustela lutreola,,,"Mink calicivirus, complete genome"
6205,NC_019493,Grapevine endophyte alphaendornavirus,,"National Center for Biotechnology Information, NIH",USA,2012-11-21,,Grapevine endophyte alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,12154,RefSeq,complete,,,1.0,South Africa,South Africa,,,,"Grapevine endophyte endornavirus, complete genome"
6206,NC_019494,Porcine astrovirus 3,,"National Center for Biotechnology Information, NIH",USA,2012-11-21,US-MO123,Porcine astrovirus 3,Mamastrovirus,Astroviridae,ssRNA(+),6460,RefSeq,complete,,,2.0,USA,USA,Sus scrofa,feces,,"Porcine astrovirus 3 isolate US-MO123, complete genome"
6207,NC_019531,Avian paramyxovirus 4,,"National Center for Biotechnology Information, NIH",USA,2012-11-21,Delaware-4,Paraavulavirus hongkongense,Paraavulavirus,Paramyxoviridae,ssRNA(-),15048,RefSeq,complete,,,1.0,USA,USA,Anas rubripes,,,"Avian paramyxovirus 4 strain APMV-4/duck/Delaware/549227/2010, complete genome"
6209,NC_019409,Ornithogalum mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2012-11-13,KP,Ornithogalum mosaic virus,Potyvirus,Potyviridae,ssRNA(+),9445,RefSeq,complete,,,1.0,Australia,Australia,,,,"Ornithogalum mosaic virus, complete genome"
6210,NC_019412,Yam mild mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2012-11-13,,Yam mild mosaic virus,Potyvirus,Potyviridae,ssRNA(+),9538,RefSeq,complete,,,1.0,Brazil,Brazil,Dioscorea trifida,,,"Yam mild mosaic virus from Brazil, complete genome"
6211,NC_019415,Blue squill virus A,,"National Center for Biotechnology Information, NIH",USA,2012-11-13,SW3,Blue squill virus A,Potyvirus,Potyviridae,ssRNA(+),9842,RefSeq,complete,,,1.0,Australia,Australia,,,,"Blue squill virus A, complete genome"
6215,NC_019029,Diuris virus A,,"National Center for Biotechnology Information, NIH",USA,2012-10-31,SW3.3,Diuris virus A,Divavirus,Betaflexiviridae,ssRNA(+),6956,RefSeq,complete,,,1.0,Australia,Australia,Diuris pedunculata,,,"Diuris virus A isolate SW3.3, complete genome"
6216,NC_019030,Diuris virus B,,"National Center for Biotechnology Information, NIH",USA,2012-10-31,SW3.3,Diuris virus B,Divavirus,Betaflexiviridae,ssRNA(+),7001,RefSeq,complete,,,1.0,Australia,Australia,Diuris pedunculata,,,"Diuris virus B isolate SW3.3, complete genome"
6217,NC_019031,Rose yellow mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2012-10-31,Minnesota,Rose yellow mosaic virus,Roymovirus,Potyviridae,ssRNA(+),9508,RefSeq,complete,,,,USA,USA,Rosa hybrid cultivar,,,"Rose yellow mosaic virus, complete genome"
6218,NC_019025,Rubus canadensis virus 1,,"National Center for Biotechnology Information, NIH",USA,2012-10-29,BM-01,Rubus canadensis virus 1,Foveavirus,Betaflexiviridae,ssRNA(+),8328,RefSeq,complete,,,1.0,USA,USA,Rubus canadensis,,,"Rubus canadensis virus 1 isolate BM-01, complete genome"
6219,NC_018871,Rousettus bat coronavirus HKU10,,"National Center for Biotechnology Information, NIH",USA,2012-10-18,183A,Bat coronavirus HKU10,Alphacoronavirus,Coronaviridae,ssRNA(+),28494,RefSeq,complete,,,1.0,China,China,Chiroptera,,,"Rousettus bat coronavirus HKU10, complete genome"
6220,NC_018872,Pokeweed mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2012-10-18,PkMV-PA,Pokeweed mosaic virus,Potyvirus,Potyviridae,ssRNA(+),9512,RefSeq,complete,,,1.0,USA,USA,Phytolacca americana,,,"Pokeweed mosaic virus isolate PkMV-PA, complete genome"
6221,NC_018833,Iranian johnsongrass mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2012-10-15,Shz,Zea mosaic virus,Potyvirus,Potyviridae,ssRNA(+),9544,RefSeq,complete,,,,Iran,Iran,Sorghum halepense,,,"Iranian johnsongrass mosaic virus, complete genome"
6222,NC_018705,Ntaya virus,,"National Center for Biotechnology Information, NIH",USA,2012-10-04,IPDIA,Orthoflavivirus ntayaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10943,RefSeq,complete,,,1.0,,,,,,"Ntaya virus, complete cds"
6223,NC_018710,Lunk virus NKS-1,,"National Center for Biotechnology Information, NIH",USA,2012-10-04,,Mammarenavirus lunkense,Mammarenavirus,Arenaviridae,ssRNA(+/-),3419,RefSeq,complete,,S,1.0,Zambia:Lusaka,Zambia,Mus minutoides,kidney,,"Lunk virus NKS-1 segment S, complete genome"
6224,NC_018711,Lunk virus NKS-1,,"National Center for Biotechnology Information, NIH",USA,2012-10-04,,Mammarenavirus lunkense,Mammarenavirus,Arenaviridae,ssRNA(+/-),7195,RefSeq,complete,,L,1.0,Zambia:Lusaka,Zambia,Mus minutoides,kidney,,"Lunk virus NKS-1 segment L, complete genome"
6225,NC_018713,Aydin-like pestivirus,,"National Center for Biotechnology Information, NIH",USA,2012-10-04,,Pestivirus aydinense,Pestivirus,Flaviviridae,ssRNA(+),12292,RefSeq,complete,,,1.0,Turkey,Turkey,Ovis aries,,,"Pestivirus strain Aydin/04-TR, complete genome"
6226,NC_018667,Potato virus B,,"National Center for Biotechnology Information, NIH",USA,2012-10-02,,Nepovirus betasolani,Nepovirus,Secoviridae,ssRNA(+),9529,RefSeq,complete,,,,United Kingdom,United Kingdom,Solanum tuberosum,,,"Potato virus B, complete genome"
6227,NC_018668,hunnivirus A1,,"National Center for Biotechnology Information, NIH",USA,2012-10-02,,Hunnivirus A,Hunnivirus,Picornaviridae,ssRNA(+),7583,RefSeq,complete,,,1.0,Hungary,Hungary,Bos taurus,feces,,"Bovine hungarovirus 1 strain BHUV1/2008/HUN, complete genome"
6229,NC_018703,Culex originated Tymoviridae-like virus,,"National Center for Biotechnology Information, NIH",USA,2012-10-02,,Culex originated Tymoviridae-like virus,Maculavirus,Tymoviridae,ssRNA(+),6471,RefSeq,complete,,,1.0,China,China,,,,"Culex originated Tymoviridae-like virus, complete genome"
6230,NC_018629,Ikoma lyssavirus,,"National Center for Biotechnology Information, NIH",USA,2012-09-21,RV2508,Lyssavirus ikoma,Lyssavirus,Rhabdoviridae,ssRNA(-),11902,RefSeq,complete,,,1.0,Tanzania,Tanzania,Civettictis civetta,,,"Ikoma lyssavirus, complete genome"
6231,NC_018613,Rhizosolenia setigera RNA virus 01,,"National Center for Biotechnology Information, NIH",USA,2012-09-20,RsRNAV06,Rhizosolenia setigera RNA virus 01,Bacillarnavirus,Marnaviridae,ssRNA(+),8877,RefSeq,complete,,,,Japan,Japan,,,,"Rhizosolenia setigera RNA virus 01, complete genome"
6232,NC_018615,Eilat virus,,"National Center for Biotechnology Information, NIH",USA,2012-09-20,EO329,Eilat virus,Alphavirus,Togaviridae,ssRNA(+),11634,RefSeq,complete,,,1.0,Israel,Israel,Anopheles coustani,,,"Eilat virus isolate EO329, complete genome"
6234,NC_018571,Suakwa aphid-borne yellows virus,,"AVRDC - The World Vegetable Center, Virology",Taiwan,2012-09-10,SABYV-TW19,Suakwa aphid-borne yellows virus,Polerovirus,Solemoviridae,ssRNA(+),5843,RefSeq,complete,,,,Taiwan: Kaohsiung County,Taiwan,Luffa aegyptiaca,,,"Suakwa aphid-borne yellows virus isolate SABYV-TW19, complete genome"
6235,NC_018572,Caladenia virus A,,"National Center for Biotechnology Information, NIH",USA,2012-09-10,KP1,Caladenia virus A,Poacevirus,Potyviridae,ssRNA(+),9847,RefSeq,complete,,,1.0,Australia,Australia,Caladenia latifolia,,,"Caladenia virus A, complete genome"
6236,NC_018519,Blueberry virus A,,"National Center for Biotechnology Information, NIH",USA,2012-08-31,,Blueberry virus A,Bluvavirus,Closteroviridae,ssRNA(+),17798,RefSeq,complete,,,,Japan:Iwate,Japan,Vaccinium corymbosum,,,"Blueberry virus A genomic RNA, complete genome"
6237,NC_018506,limnipivirus A1,,"National Center for Biotechnology Information, NIH",USA,2012-08-28,04-032,Limnipivirus A,Limnipivirus,Picornaviridae,ssRNA(+),8050,RefSeq,complete,,,1.0,USA,USA,Lepomis macrochirus,,,"Bluegill picornavirus isolate 04-032, complete genome"
6238,NC_018455,Chinese yam necrotic mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,PES3,Chinese yam necrotic mosaic virus,Macluravirus,Potyviridae,ssRNA(+),8224,RefSeq,complete,,,1.0,Japan:Aomori,Japan,Dioscorea polystachya,,,"Chinese yam necrotic mosaic virus, complete genome"
6239,NC_018458,Grapevine virus F,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,AUD46129,Grapevine virus F,Vitivirus,Betaflexiviridae,ssRNA(+),7551,RefSeq,complete,,,1.0,USA,USA,Vitis sp.,plant stem,,"Grapevine virus F, complete genome"
6240,NC_018459,Aino virus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,38K,Orthobunyavirus ainoense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4335,RefSeq,complete,,M,1.0,,,,,,"Aino virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate 38K"
6241,NC_018460,Aino virus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,38K,Orthobunyavirus ainoense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),834,RefSeq,complete,,S,1.0,,,,,,"Aino virus N and NSs genes, segment S, genomic RNA, isolate 38K"
6242,NC_018461,Sathuperi orthobunyavirus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,,Orthobunyavirus schmallenbergense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6861,RefSeq,complete,,L,1.0,,,,,,"Sathuperi virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA"
6243,NC_018462,Sathuperi orthobunyavirus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,,Orthobunyavirus schmallenbergense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),843,RefSeq,complete,,S,1.0,,,,,,"Sathuperi virus N and NSs genes, segment S, genomic RNA"
6244,NC_018463,Shamonda orthobunyavirus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,Ib An 5550,Orthobunyavirus schmallenbergense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6863,RefSeq,complete,,L,1.0,,,,,,"Shamonda virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate Ib An 5550"
6245,NC_018464,Shamonda orthobunyavirus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,Ib An 5550,Orthobunyavirus schmallenbergense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),927,RefSeq,complete,,S,1.0,,,,,,"Shamonda virus N and NSs genes, segment S, genomic RNA, isolate Ib An 5550"
6246,NC_018465,Aino virus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,38K,Orthobunyavirus ainoense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6966,RefSeq,complete,,L,1.0,,,,,,"Aino virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate 38K"
6247,NC_018466,Sathuperi orthobunyavirus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,,Orthobunyavirus schmallenbergense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4330,RefSeq,complete,,M,1.0,,,,,,"Sathuperi virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA"
6248,NC_018467,Shamonda orthobunyavirus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,Ib An 5550,Orthobunyavirus schmallenbergense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4314,RefSeq,complete,,M,1.0,,,,,,"Shamonda virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate Ib An 5550"
6249,NC_018476,Orthobunyavirus simbuense,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,SA Ar 53,Orthobunyavirus simbuense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6895,RefSeq,complete,,L,1.0,,,,,,"Simbu virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate SA Ar 53"
6250,NC_018477,Orthobunyavirus simbuense,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,SA Ar 53,Orthobunyavirus simbuense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),860,RefSeq,complete,,S,1.0,,,,,,"Simbu virus N and NSs genes, segment S, genomic RNA, isolate SA Ar 53"
6251,NC_018478,Orthobunyavirus simbuense,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,SA Ar 53,Orthobunyavirus simbuense,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4417,RefSeq,complete,,M,1.0,,,,,,"Simbu virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate SA Ar 53"
6252,NC_018481,CAS virus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,ATB,Reptarenavirus californiae,Reptarenavirus,Arenaviridae,ssRNA(+/-),3368,RefSeq,complete,,S,1.0,USA: California,USA,Corallus annulatus,,,"CAS virus segment S, complete genome"
6253,NC_018482,Golden Gate virus,,"National Center for Biotechnology Information, NIH",USA,2012-08-21,BC,Reptarenavirus aurei,Reptarenavirus,Arenaviridae,ssRNA(+/-),6922,RefSeq,complete,,L,1.0,USA: California,USA,Boa constrictor,,,"Golden Gate virus segment L, complete genome"
