Accession,Length,Family,Genus,Segment,GenBank_Title,Unnamed: 6
NC_006501,1787,Orthomyxoviridae,Isavirus,4,"Infectious salmon anemia virus segment 4, complete sequence",
NC_006495,2212,Orthomyxoviridae,Thogotovirus,2,"Thogoto virus segment 2, complete sequence",
NC_006496,1927,Orthomyxoviridae,Thogotovirus,3,"Thogoto virus segment 3, complete sequence",
NC_006497,736,Orthomyxoviridae,Isavirus,8,"Infectious salmon anemia virus segment 8, complete sequence",
NC_006498,966,Orthomyxoviridae,Isavirus,7,"Infectious salmon anemia virus segment 7, complete sequence",
NC_006499,1323,Orthomyxoviridae,Isavirus,6,"Infectious salmon anemia virus segment 6, complete sequence",
NC_006500,1474,Orthomyxoviridae,Isavirus,5,"Infectious salmon anemia virus segment 5 putative acetylesterase (P3) gene, complete cds",
NC_006502,2046,Orthomyxoviridae,Isavirus,3,"Infectious salmon anemia virus segment 3, complete sequence",
NC_006503,2185,Orthomyxoviridae,Isavirus,2,"Infectious salmon anemia virus segment 2, complete sequence",
NC_006504,955,Orthomyxoviridae,Thogotovirus,6,"Thogoto virus segment 6, complete sequence",
NC_006505,2169,Orthomyxoviridae,Isavirus,1,"Infectious salmon anemia virus isolate 810/9/99 PB2 polymerase (PB2) mRNA, complete cds",
NC_006506,1574,Orthomyxoviridae,Thogotovirus,4,"Thogoto virus segment 4, complete sequence",
NC_006507,1418,Orthomyxoviridae,Thogotovirus,5,"Thogoto virus segment 5, complete sequence",
NC_006508,2375,Orthomyxoviridae,Thogotovirus,1,"Thogoto virus segment 1, complete sequence",
NC_006439,6997,Arenaviridae,Mammarenavirus,L,"Pichinde virus large RNA segment, complete sequence",
NC_006440,1839,Partitiviridae,Alphapartitivirus,2,"Amasya cherry disease-associated mycovirus, complete genome",
NC_006441,2002,Partitiviridae,Alphapartitivirus,1,"Amasya cherry disease-associated mycovirus, complete genome",
NC_006433,1701,Hantaviridae,Orthohantavirus,S,"Hantavirus Z10 chromosome S segment, complete genome",
NC_006435,6533,Hantaviridae,Orthohantavirus,L,"Hantavirus Z10 chromosome L, complete genome",
NC_006437,3616,Hantaviridae,Orthohantavirus,M,"Hantavirus Z10 segment M, complete genome",
NC_006447,3419,Arenaviridae,Mammarenavirus,S,"Pichinde mammarenavirus segment S, complete sequence",
NC_006306,935,Orthomyxoviridae,Gammainfluenzavirus,7,"Influenza C virus (C/Ann Arbor/1/50) segment 7, complete sequence",
NC_006307,2365,Orthomyxoviridae,Gammainfluenzavirus,1,"Influenza C virus (C/Ann Arbor/1/50) PB2 gene for polymerase 2, complete cds",
NC_006308,2363,Orthomyxoviridae,Gammainfluenzavirus,2,"Influenza C virus (C/Ann Arbor/1/50) PB1 gene for polymerase 1, complete cds",
NC_006309,2183,Orthomyxoviridae,Gammainfluenzavirus,3,"Influenza C virus (C/Ann Arbor/1/50) P3 gene for polymerase 3, complete cds",
NC_006310,2073,Orthomyxoviridae,Gammainfluenzavirus,4,"Influenza C virus (C/Ann Arbor/1/50) HEF gene for hemagglutinin-esterase-fusion, complete cds",
NC_006311,1807,Orthomyxoviridae,Gammainfluenzavirus,5,"Influenza C virus (C/Ann Arbor/1/50) segment 5, complete sequence",
NC_006312,1180,Orthomyxoviridae,Gammainfluenzavirus,6,"Influenza C virus (C/Ann Arbor/1/50) M1, CM2 genes for matrix protein, CM2 protein, complete cds",
NC_006313,7133,Arenaviridae,Mammarenavirus,L,"Sabia virus, complete genome",
NC_006314,8186,Aspiviridae,Ophiovirus,1,"Citrus psorosis virus RNA1, complete genome",
NC_006315,1645,Aspiviridae,Ophiovirus,2,"Citrus psorosis virus RNA2, complete genome",
NC_006316,1447,Aspiviridae,Ophiovirus,3,"Citrus psorosis virus RNA3, complete genome",
NC_006317,3366,Arenaviridae,Mammarenavirus,S,"Sabia virus, complete genome",
NC_006318,1869,Phenuiviridae,Phlebovirus,S,"Toscana virus segment S, complete sequence",
NC_006319,6404,Phenuiviridae,Phlebovirus,L,"Toscana virus segment L, complete sequence",
NC_006320,4215,Phenuiviridae,Phlebovirus,M,"Toscana virus segment M, complete sequence",
NC_006275,1955,Partitiviridae,Alphapartitivirus,1,"White clover cryptic virus 1 RNA1, complete genome",
NC_006276,1708,Partitiviridae,Alphapartitivirus,2,"White clover cryptic virus 1 RNA2, complete genome",
NC_006271,7034,Secoviridae,Cheravirus,1,"Cherry rasp leaf virus, complete genome",
NC_006272,3315,Secoviridae,Cheravirus,2,"Cherry rasp leaf virus RNA2, complete sequence",
NC_006061,3892,Closteroviridae,Crinivirus,3,"Potato yellow vein virus segment 3, complete sequence",
NC_006062,8035,Closteroviridae,Crinivirus,1,"Potato yellow vein virus, complete genome",
NC_006063,5339,Closteroviridae,Crinivirus,2,"Potato yellow vein virus, complete genome",
NC_006064,3382,Bromoviridae,Ilarvirus,1,"Humulus japonicus latent virus, complete genome",
NC_006065,2810,Bromoviridae,Ilarvirus,2,"Humulus japonicus latent virus, complete genome",
NC_006066,1938,Bromoviridae,Ilarvirus,3,"Humulus japonicus latent virus, complete genome",
NC_006056,3820,Secoviridae,Nepovirus,2,"Arabis mosaic virus RNA 2, complete sequence",
NC_006057,7334,Secoviridae,Nepovirus,1,"Arabis mosaic virus RNA 1, complete sequence",
NC_006051,7651,Aspiviridae,Ophiovirus,1,"Lettuce ring necrosis virus RNA 1, complete genome",
NC_006052,1830,Aspiviridae,Ophiovirus,2,"Lettuce ring necrosis virus RNA 2, complete genome",
NC_006053,1527,Aspiviridae,Ophiovirus,3,"Lettuce ring necrosis virus RNA 3, complete genome",
NC_006054,1417,Aspiviridae,Ophiovirus,4,"Lettuce ring necrosis virus RNA 4, complete genome",
NC_005986,3055,Sedoreoviridae,Orbivirus,2,"Chuzan virus segment 2, complete sequence",
NC_005987,1610,Sedoreoviridae,Orbivirus,6,"Chuzan virus segment 6, complete sequence",
NC_005988,1151,Sedoreoviridae,Orbivirus,7,"Chuzan virus segment 7, complete sequence",
NC_005989,2774,Sedoreoviridae,Orbivirus,3,"Chuzan virus segment 3, complete sequence",
NC_005990,3930,Sedoreoviridae,Orbivirus,1,"Palyam virus segment 1, complete sequence",
NC_005991,1967,Sedoreoviridae,Orbivirus,4,"Chuzan virus segment 4, complete sequence",
NC_005992,877,Sedoreoviridae,Orbivirus,9,"Chuzan virus segment 9, complete sequence",
NC_005993,1764,Sedoreoviridae,Orbivirus,5,"Chuzan virus segment 5, complete sequence",
NC_005994,1059,Sedoreoviridae,Orbivirus,8,"Chuzan virus segment 8, complete sequence",
NC_005995,728,Sedoreoviridae,Orbivirus,10,"Chuzan virus segment 10, complete sequence",
NC_005996,3203,Sedoreoviridae,Orbivirus,2,"African horsesickness virus segment 2, complete genome",
NC_005997,4089,Sedoreoviridae,Orbivirus,1,"St Croix river virus segment 1 putative RNA-dependent RNA polymerase VP1 gene, complete cds",
NC_005998,2747,Sedoreoviridae,Orbivirus,2,"St Croix River virus chromosome segment 2, complete genome",
NC_005999,2024,Sedoreoviridae,Orbivirus,3,"St Croix River virus chromosome segment 3, complete genome",
NC_006000,2017,Sedoreoviridae,Orbivirus,4,"St Croix River virus chromosome segment 4, complete genome",
NC_006001,1664,Sedoreoviridae,Orbivirus,5,"St Croix River virus chromosome segment 5, complete genome",
NC_006002,1657,Sedoreoviridae,Orbivirus,6,"St Croix River virus chromosome segment 6, complete genome",
NC_006003,1463,Sedoreoviridae,Orbivirus,7,"St Croix River virus chromosome segment 7, complete genome",
NC_006004,1256,Sedoreoviridae,Orbivirus,8,"St Croix River virus chromosome segment 8, complete genome",
NC_006005,764,Sedoreoviridae,Orbivirus,9,"St Croix River virus chromosome segment 9, complete genome",
NC_006006,764,Sedoreoviridae,Orbivirus,10,"St Croix River virus chromosome segment 10, complete genome",
NC_006007,1125,Sedoreoviridae,Orbivirus,8,"Bluetongue virus segment 8, complete sequence",
NC_006008,1049,Sedoreoviridae,Orbivirus,9,"Bluetongue virus gene for VP6 protein, complete cds",
NC_006009,758,Sedoreoviridae,Orbivirus,10,"African horsesickness virus segment 10, complete sequence",
NC_006010,1638,Sedoreoviridae,Orbivirus,6,"Bluetongue virus segment 6, complete sequence",
NC_006011,1179,Sedoreoviridae,Orbivirus,7,"African horsesickness virus segment 7, complete sequence",
NC_006012,1978,Sedoreoviridae,Orbivirus,4,"African horsesickness virus segment 4, complete sequence",
NC_006013,2921,Sedoreoviridae,Orbivirus,2,"Bluetongue virus VP2 gene, complete cds",
NC_006014,2772,Sedoreoviridae,Orbivirus,3,"Bluetongue virus segment 3, complete sequence",
NC_006015,822,Sedoreoviridae,Orbivirus,10,"Bluetongue virus segment 10, complete sequence",
NC_006016,1166,Sedoreoviridae,Orbivirus,8,"African horsesickness virus segment 8, complete sequence",
NC_006017,2792,Sedoreoviridae,Orbivirus,3,"African horsesickness virus segment 3, complete sequence",
NC_006018,1566,Sedoreoviridae,Orbivirus,6,"African horsesickness virus segment 6, complete sequence",
NC_006019,1169,Sedoreoviridae,Orbivirus,9,"African horsesickness virus chromosome segment 9, complete genome",
NC_006020,1748,Sedoreoviridae,Orbivirus,5,African horsesickness virus,
NC_006021,3965,Sedoreoviridae,Orbivirus,1,"African horsesickness virus segment 1, complete genome",
NC_006022,1156,Sedoreoviridae,Orbivirus,7,"Bluetongue virus segment 7, complete sequence",
NC_006023,3944,Sedoreoviridae,Orbivirus,1,"Bluetongue virus segment 1, complete sequence",
NC_006024,1980,Sedoreoviridae,Orbivirus,4,"Bluetongue virus segment 4, complete sequence",
NC_006025,1769,Sedoreoviridae,Orbivirus,5,"Bluetongue virus segment 5, complete sequence",
NC_005983,2750,Birnaviridae,Blosnavirus,B,"Blotched snakehead virus, complete genome",
NC_005976,1754,Partitiviridae,Gammapartitivirus,1,"Penicillium stoloniferum virus S segment 1, complete genome",
NC_005977,1582,Partitiviridae,Gammapartitivirus,2,"Penicillium stoloniferum virus S segment 2, complete genome",
NC_005978,3612,Chrysoviridae,Alphachrysovirus,1,Helminthosporium victoriae 145S virus,
NC_005979,3134,Chrysoviridae,Alphachrysovirus,2,Helminthosporium victoriae 145S virus,
NC_005980,2972,Chrysoviridae,Alphachrysovirus,3,Helminthosporium victoriae 145S virus,
NC_005981,2763,Chrysoviridae,Alphachrysovirus,4,Helminthosporium victoriae 145S virus,
NC_005982,3429,Birnaviridae,Blosnavirus,A,"Blotched snakehead virus, complete genome",
NC_005894,3393,Arenaviridae,Mammarenavirus,S,"Pirital virus segment S, complete sequence",
NC_005895,8066,Closteroviridae,Crinivirus,1,"Strawberry pallidosis-associated virus RNA 1, complete genome",
NC_005896,7978,Closteroviridae,Crinivirus,2,"Strawberry pallidosis-associated virus RNA 2, complete genome",
NC_005897,7089,Arenaviridae,Mammarenavirus,L,"Pirital virus segment L, complete genome",
NC_005898,5492,Alphatetraviridae,Omegatetravirus,1,"Dendrolimus punctatus tetravirus RNA1, complete genome",
NC_005899,2490,Alphatetraviridae,Omegatetravirus,2,"Dendrolimus punctatus tetravirus RNA2, complete genome",
NC_005848,3518,Bromoviridae,Ilarvirus,1,"Parietaria mottle virus RNA 1, complete genome",
NC_005849,2922,Bromoviridae,Ilarvirus,2,"Parietaria mottle virus RNA 2, complete genome",
NC_005854,2268,Bromoviridae,Ilarvirus,3,"Parietaria mottle virus RNA 3, complete sequence",
NC_005775,4385,Peribunyaviridae,Orthobunyavirus,M,"Oropouche virus segment M, complete sequence",
NC_005776,6846,Peribunyaviridae,Orthobunyavirus,L,"Oropouche virus segment L, complete genome",
NC_005777,754,Peribunyaviridae,Orthobunyavirus,S,"Oropouche virus segment S, complete genome",
NC_005300,5366,Nairoviridae,Orthonairovirus,M,"Crimean-Congo hemorrhagic fever virus segment M, complete sequence",
NC_005301,12108,Nairoviridae,Orthonairovirus,L,"Crimean-Congo hemorrhagic fever virus segment L, complete sequence",
NC_005302,1672,Nairoviridae,Orthonairovirus,S,"Crimean-Congo hemorrhagic fever virus segment S, complete sequence",
NC_005289,5817,Secoviridae,Fabavirus,1,"Broad bean wilt virus 1 RNA 1, complete sequence",
NC_005290,3446,Secoviridae,Fabavirus,2,"Broad bean wilt virus 1 RNA 2, complete sequence",
NC_005266,7935,Secoviridae,Nepovirus,1,"Raspberry ringspot virus RNA1, complete genome",
NC_005267,3914,Secoviridae,Nepovirus,2,"Raspberry ringspot virus RNA 2, complete sequence",
NC_005233,1673,Hantaviridae,Orthohantavirus,S,"Dobrava virus complete S segment gene for nucleocapsid protein, strain DOBV/Ano-Poroia/Afl9/1999",
NC_005234,3635,Hantaviridae,Orthohantavirus,M,"Dobrava virus complete M segment gene for glycoprotein precursor (G1-G2), strain DOBV/Ano-Poroia/Afl9/1999)",
NC_005235,6532,Hantaviridae,Orthohantavirus,L,"Dobrava virus complete L segment gene for polymerase protein, strain DOBV/Ano-Poroia/Afl9/1999)",
NC_005236,1769,Hantaviridae,Orthohantavirus,S,"Seoul virus strain 80-39 segment S, complete sequence",
NC_005237,3651,Hantaviridae,Orthohantavirus,M,"Seoul virus segment M, complete sequence",
NC_005238,6530,Hantaviridae,Orthohantavirus,L,Seoul virus strain Seoul 80-39 clone 1,
NC_005226,6541,Hantaviridae,Orthohantavirus,L,"Tula virus segment L, complete sequence",
NC_005227,1831,Hantaviridae,Orthohantavirus,S,"Tula virus segment S, complete genome",
NC_005228,3694,Hantaviridae,Orthohantavirus,M,"Tula virus segment M, complete sequence",
NC_005214,6423,Phenuiviridae,Uukuvirus,L,"Uukuniemi virus segment L, complete sequence",
NC_005215,3696,Hantaviridae,Orthohantavirus,M,"Sin Nombre virus segment M, complete genome",
NC_005216,2059,Hantaviridae,Orthohantavirus,S,"Sin Nombre virus segment S, complete sequence",
NC_005217,6562,Hantaviridae,Orthohantavirus,L,Sin Nombre virus map viral genome L segment,
NC_005218,1696,Hantaviridae,Orthohantavirus,S,"Hantaan virus, complete genome",
NC_005219,3616,Hantaviridae,Orthohantavirus,M,"Hantaan virus, complete genome",
NC_005220,3229,Phenuiviridae,Uukuvirus,M,"Uukuniemi virus chromosome segment M, complete genome",
NC_005221,1720,Phenuiviridae,Uukuvirus,S,"Uukuniemi virus, complete genome",
NC_005222,6533,Hantaviridae,Orthohantavirus,L,"Hantaan virus segment L, complete genome",
NC_005223,3682,Hantaviridae,Orthohantavirus,M,"Puumala virus segment M, complete sequence",
NC_005224,1830,Hantaviridae,Orthohantavirus,S,"Puumala virus segment S, complete sequence",
NC_005225,6550,Hantaviridae,Orthohantavirus,L,"Puumala virus segment L, complete genome",
NC_005209,8006,Closteroviridae,Crinivirus,1,"Beet pseudo-yellows virus RNA 1, complete genome",
NC_005210,7903,Closteroviridae,Crinivirus,2,"Beet pseudo-yellows virus RNA 2, complete genome",
NC_005166,3949,Spinareoviridae,Aquareovirus,1,"Golden shiner reovirus segment 1, complete sequence",
NC_005167,3877,Spinareoviridae,Aquareovirus,2,"Golden shiner reovirus segment 2, complete sequence",
NC_005168,3702,Spinareoviridae,Aquareovirus,3,"Golden shiner reovirus segment 3, complete sequence",
NC_005169,2320,Spinareoviridae,Aquareovirus,4,"Golden shiner reovirus segment 4, complete sequence",
NC_005170,2239,Spinareoviridae,Aquareovirus,5,"Golden shiner reovirus segment 5, complete sequence",
NC_005171,2039,Spinareoviridae,Aquareovirus,6,"Golden shiner reovirus segment 6, complete sequence",
NC_005172,1414,Spinareoviridae,Aquareovirus,7,"Golden shiner reovirus segment 7, complete sequence",
NC_005173,1297,Spinareoviridae,Aquareovirus,8,"Golden shiner reovirus segment 8, complete sequence",
NC_005174,1130,Spinareoviridae,Aquareovirus,9,"Golden shiner reovirus segment 9, complete sequence",
NC_005175,909,Spinareoviridae,Aquareovirus,10,"Golden shiner reovirus segment 10, complete sequence",
NC_005176,820,Spinareoviridae,Aquareovirus,11,"Golden shiner reovirus segment 11, complete sequence",
NC_005096,3929,Secoviridae,Nepovirus,2,"Tobacco ringspot virus RNA 2, complete sequence",
NC_005097,7514,Secoviridae,Nepovirus,1,"Tobacco ringspot virus RNA 1, complete sequence",
NC_005077,3343,Arenaviridae,Mammarenavirus,S,"Guanarito virus segment S, complete genome",
NC_005078,3439,Arenaviridae,Mammarenavirus,S,"Machupo virus segment S, complete genome",
NC_005079,7196,Arenaviridae,Mammarenavirus,L,"Machupo virus segment L, complete genome",
NC_005080,7114,Arenaviridae,Mammarenavirus,L,"Junin virus segment L, complete genome",
NC_005081,3411,Arenaviridae,Mammarenavirus,S,"Junin virus segment S, complete genome",
NC_005082,7081,Arenaviridae,Mammarenavirus,L,"Guanarito virus segment L, complete genome",
NC_004907,1025,Orthomyxoviridae,Alphainfluenzavirus,7,"Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 7, complete sequence",
NC_004905,1557,Orthomyxoviridae,Alphainfluenzavirus,5,"Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 5, complete sequence",
NC_004906,890,Orthomyxoviridae,Alphainfluenzavirus,8,"Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 8, complete sequence",
NC_004908,1714,Orthomyxoviridae,Alphainfluenzavirus,4,"Influenza A virus ha gene for Hemagglutinin, genomic RNA, strain A/Hong Kong/1073/99(H9N2)",
NC_004909,1418,Orthomyxoviridae,Alphainfluenzavirus,6,"Influenza A virus na gene for neuraminidase, genomic RNA, strain A/Hong Kong/1073/99(H9N2)",
NC_004910,2341,Orthomyxoviridae,Alphainfluenzavirus,1,"Influenza A virus pb2 gene for polymerase Pb2, genomic RNA, strain A/Hong Kong/1073/99(H9N2)",
NC_004911,2328,Orthomyxoviridae,Alphainfluenzavirus,2,"Influenza A virus pb1 gene for polymerase Pb1, genomic RNA, strain A/Hong Kong/1073/99(H9N2)",
NC_004912,2225,Orthomyxoviridae,Alphainfluenzavirus,3,"Influenza A virus pa gene for polymerase PA, genomic RNA, strain A/Hong Kong/1073/99(H9N2)",
NC_004809,9123,Closteroviridae,Crinivirus,1,"Cucurbit yellow stunting disorder virus RNA1, complete sequence",
NC_004810,7976,Closteroviridae,Crinivirus,2,"Cucurbit yellow stunting disorder virus RNA2, complete genome",
NC_004729,5841,Virgaviridae,Pecluvirus,1,"Indian peanut clump virus RNA 1, complete sequence",
NC_004730,4507,Virgaviridae,Pecluvirus,2,"Indian peanut clump virus RNA 2, complete sequence",
NC_004439,7358,Secoviridae,Nepovirus,1,"Tomato black ring virus RNA 1, complete sequence",
NC_004440,4633,Secoviridae,Nepovirus,2,"Tomato black ring virus RNA 2, complete sequence",
NC_004423,5600,Virgaviridae,Pomovirus,1,"Broad bean necrosis virus RNA 1, complete sequence",
NC_004424,2831,Virgaviridae,Pomovirus,2,"Broad bean necrosis virus RNA 2, complete sequence",
NC_004425,2417,Virgaviridae,Pomovirus,3,"Broad bean necrosis virus RNA 3, complete sequence",
NC_004362,3332,Bromoviridae,Ilarvirus,1,"Prunus necrotic ringspot virus RNA 1, complete genome",
NC_004363,2591,Bromoviridae,Ilarvirus,2,"Prunus necrotic ringspot virus RNA 2, complete genome",
NC_004364,1957,Bromoviridae,Ilarvirus,3,"Prunus necrotic ringspot virus RNA 3, complete sequence",
NC_004176,2735,Birnaviridae,Aquabirnavirus,B,"Yellowtail ascites virus segment B, complete sequence",
NC_004120,3252,Bromoviridae,Bromovirus,1,"Spring beauty latent virus RNA 1, complete sequence",
NC_004121,2898,Bromoviridae,Bromovirus,2,"Spring beauty latent virus RNA 2, complete sequence",
NC_004122,2213,Bromoviridae,Bromovirus,3,"Spring beauty latent virus RNA 3, complete sequence",
NC_004123,9407,Closteroviridae,Crinivirus,1,"Sweet potato chlorotic stunt virus RNA 1, complete genome",
